case,T_hot_C,RMSE_T,RMSE_lf,RMSE_ux,RMSE_uy,R2_T,R2_lf,relL2_T,relL2_lf
3,60.0,4.273454828059614,0.15268280039956209,0.0003752714714643372,0.00044648406814833537,0.6700204537055672,0.8342594629325304,0.013795682055581553,0.21773405580501584
7,80.0,10.165000174031375,0.26633933468244614,0.0004766410182828957,0.000414245807677816,0.2909610598721507,0.3749703326191962,0.03253942516920322,0.377185305353211
